,fall_term,student_type,student_status,gender,ethnicity,race,attending_germantown,attending_rockville,attending_takoma_park_ss,attend_day_or_evening,mc_program_description,age_group,hs_category,city_in_md,state,zip,county_in_md,mcps_high_school
144,2015,Continuing,Full-Time,Male,Not Hispanic,Asian,Yes,Yes,No,Day Only,"Graphic Design (AA, AAS, & AFA - All Tracks)",21 - 24,MCPS,Germantown,MD,20874,Montgomery,Seneca Valley High School
145,2015,Continuing,Part-Time,Female,Not Hispanic,Black,No,Yes,Yes,Day & Evening,Interior Design - PreProfessional (AAS),30 or Older,Other State,Silver Spring,MD,20910,Montgomery,
146,2015,Continuing,Part-Time,Male,Hispanic,Asian,No,Yes,No,Day Only,General Studies (AA - All Tracks),21 - 24,Other State,Silver Spring,MD,20904,Montgomery,
147,2015,Continuing,Part-Time,Male,Not Hispanic,White,No,Yes,No,Day Only,Science (AS - All Tracks),20 or Younger,MCPS,Gaithersburg,MD,20877,Montgomery,Gaithersburg High School
148,2015,Continuing,Full-Time,Male,Not Hispanic,White,No,Yes,Yes,Day & Evening,General Studies (AA - All Tracks),20 or Younger,MCPS,Silver Spring,MD,20901,Montgomery,Montgomery Blair High School
149,2015,Continuing,Full-Time,Male,Hispanic,White,Yes,Yes,No,Day & Evening,Arts & Sciences Transfer (AA - All Tracks),20 or Younger,MCPS,Gaithersburg,MD,20878,Montgomery,Quince Orchard Sr High School
150,2015,Continuing,Part-Time,Female,Not Hispanic,White,No,Yes,No,Day Only,General Studies (AA - All Tracks),21 - 24,MCPS,Silver Spring,MD,20902,Montgomery,Albert Einstein HS & MC Art Cn
151,2015,New,Full-Time,Male,Not Hispanic,Asian,No,Yes,No,Day Only,Computer Science & Technologies (AA - All Tracks),20 or Younger,MCPS,Bethesda,MD,20816,Montgomery,Walt Whitman High School
152,2015,New,Full-Time,Female,Not Hispanic,Black,Yes,No,No,Day Only,General Studies (AA - All Tracks),20 or Younger,MCPS,Germantown,MD,20876,Montgomery,Watkins Mill High School
153,2015,Continuing,Part-Time,Female,Not Hispanic,White,No,Yes,Yes,Day Only,Education / Teacher Education (AA & AAT),20 or Younger,Mont.County Other,Silver Spring,MD,20902,Montgomery,
154,2015,Continuing,Full-Time,Female,Hispanic,White,No,Yes,No,Day Only,General Studies (AA - All Tracks),21 - 24,MCPS,Rockville,MD,20851,Montgomery,Richard Montgomery High School
155,2015,Continuing,Part-Time,Female,Not Hispanic,White,Yes,No,No,Evening Only,Education / Teacher Education (AA & AAT),21 - 24,MCPS,Burtonsville,MD,20866,Montgomery,Springbrook Sr High School
156,2015,Continuing,Full-Time,Male,Not Hispanic,Asian,No,No,Yes,Day Only,General Studies (AA - All Tracks),20 or Younger,MCPS,Silver Spring,MD,20901,Montgomery,Montgomery Blair High School
157,2015,Continuing,Part-Time,Male,Hispanic,White,Yes,No,Yes,Evening Only,Arts & Sciences Transfer (AA - All Tracks),25 - 29,MCPS,Germantown,MD,20874,Montgomery,Northwest HS - Germantown
158,2015,Transfer no degree,Part-Time,Male,Not Hispanic,Black,No,No,Yes,Day Only,Communication Studies (AA),21 - 24,Other Maryland,Beltsville,MD,20705,Prince George's,
159,2015,Continuing,Full-Time,Male,Not Hispanic,Black,Yes,No,No,Day & Evening,Arts & Sciences Transfer (AA - All Tracks),21 - 24,MCPS,Montgomery Village,MD,20886,Montgomery,Watkins Mill High School
160,2015,Continuing,Part-Time,Female,Hispanic,Hispanic,No,No,Yes,Evening Only,Early Childhood Education (AA & AAS),30 or Older,Other Maryland,Burtonsville,MD,20866,Montgomery,
161,2015,New,Part-Time,Male,Hispanic,Black,No,No,Yes,Day & Evening,Engineering Science (AA & AS - All Tracks),20 or Younger,Mont.County Other,Hyattsville,MD,20782,Prince George's,
162,2015,Continuing,Part-Time,Female,Not Hispanic,Asian,No,Yes,No,Day Only,Health Sciences (Pre-Clinical Studies),30 or Older,Foreign Country,Gaithersburg,MD,20878,Montgomery,
163,2015,Continuing,Part-Time,Female,Not Hispanic,Asian,No,Yes,No,Day Only,Health Sciences (Pre-Clinical Studies),30 or Older,Foreign Country,Gaithersburg,MD,20878,Montgomery,
164,2015,Continuing,Part-Time,Male,Not Hispanic,Black,No,Yes,No,Day Only,Engineering Science (AA & AS - All Tracks),30 or Older,Foreign Country,Silver Spring,MD,20906,Montgomery,
165,2015,Continuing,Part-Time,Female,Unknown,Black,No,No,Yes,Day Only,General Studies (AA - All Tracks),21 - 24,MCPS,Silver Spring,MD,20902,Montgomery,Wheaton High School
166,2015,Continuing,Part-Time,Female,Hispanic,Hispanic,No,No,Yes,Evening Only,Criminal Justice (AA & AAS),21 - 24,MCPS,Germantown,MD,20874,Montgomery,Seneca Valley High School
167,2015,Continuing,Part-Time,Female,Not Hispanic,Black,Yes,No,No,Day Only,Science (AS - All Tracks),20 or Younger,MCPS,Germantown,MD,20876,Montgomery,Clarksburg High School
168,2015,Continuing,Part-Time,Female,Not Hispanic,Black,Yes,No,No,Day Only,Science (AS - All Tracks),20 or Younger,MCPS,Germantown,MD,20876,Montgomery,Clarksburg High School
169,2015,Continuing,Part-Time,Female,Not Hispanic,Black,No,Yes,No,Day Only,Engineering Science (AA & AS - All Tracks),30 or Older,Foreign Country,Gaithersburg,MD,20878,Montgomery,
170,2015,Continuing,Part-Time,Female,Unknown,Black,No,Yes,No,No Specific Time[online],Health Sciences (Pre-Clinical Studies),21 - 24,MCPS,Silver Spring,MD,20906,Montgomery,Montgomery Blair High School
171,2015,New,Part-Time,Unknown,Not Hispanic,Unknown,No,Yes,No,Day Only,Automotive Technology (AA & AAS),21 - 24,MCPS,Rockville,MD,20853,Montgomery,Wheaton High School
172,2015,Continuing,Part-Time,Female,Hispanic,Hispanic,No,Yes,No,Day Only,Commun & Broadcasting Tech (AA & AAS - All Tracks),21 - 24,MCPS,Silver Spring,MD,20906,Montgomery,John F. Kennedy High School
173,2015,Continuing,Full-Time,Female,Not Hispanic,Multi-Race,No,Yes,No,Day Only,Science (AS - All Tracks),20 or Younger,MCPS,Gaithersburg,MD,20877,Montgomery,Colonel Zadok Magruder HS
174,2015,Continuing,Part-Time,Female,Not Hispanic,Multi-Race,No,Yes,No,Evening Only,General Studies (AA - All Tracks),20 or Younger,MCPS,Rockville,MD,20852,Montgomery,Albert Einstein HS & MC Art Cn
175,2015,Continuing,Full-Time,Female,Unknown,White,No,Yes,No,Day & Evening,General Studies (AA - All Tracks),30 or Older,Foreign Country,Bethesda,MD,20814,Montgomery,
176,2015,New,Full-Time,Female,Not Hispanic,Black,Yes,No,No,Day Only,Science (AS - All Tracks),20 or Younger,MCPS,Clarksburg,MD,20871,Montgomery,Clarksburg High School
177,2015,Continuing,Full-Time,Female,Not Hispanic,Black,Yes,Yes,No,No Specific Time[online],Paralegal Studies (AA & AAS),30 or Older,Other State,Gaithersburg,MD,20879,Montgomery,
178,2015,Continuing,Part-Time,Male,Not Hispanic,White,No,Yes,No,Day & Evening,General Studies (AA - All Tracks),30 or Older,MCPS,North Bethesda,MD,20852,Montgomery,Walter Johnson High School
179,2015,Continuing,Part-Time,Female,Not Hispanic,White,No,Yes,No,Day Only,Credit (Undeclared / Undecided),21 - 24,Foreign Country,Germantown,MD,20874,Montgomery,
180,2015,Continuing,Part-Time,Male,Not Hispanic,Black,No,No,Yes,Day Only,Polysomnography Technology (CT),25 - 29,Other State,Hyattsville,MD,20782,Prince George's,
181,2015,Continuing,Part-Time,Female,Not Hispanic,Black,No,No,Yes,Day Only,Science (AS - All Tracks),21 - 24,MCPS,Boyds,MD,20841,Montgomery,Northwest HS - Germantown
182,2015,Continuing,Part-Time,Female,Not Hispanic,Black,No,Yes,Yes,Day Only,General Studies (AA - All Tracks),30 or Older,Foreign Country,Burtonsville,MD,20866,Montgomery,
183,2015,Continuing,Part-Time,Female,Not Hispanic,Multi-Race,No,Yes,No,Evening Only,Criminal Justice (AA & AAS),30 or Older,MCPS,Gaithersburg,MD,20879,Montgomery,Seneca Valley High School
184,2015,New,Part-Time,Female,Not Hispanic,Multi-Race,No,No,Yes,Day Only,Health Sciences (Pre-Clinical Studies),25 - 29,Other State,Silver Spring,MD,20902,Montgomery,
185,2015,Continuing,Part-Time,Male,Not Hispanic,Black,No,No,Yes,Day Only,Accounting (CT),20 or Younger,MCPS,Silver Spring,MD,20904,Montgomery,Albert Einstein HS & MC Art Cn
186,2015,New,Part-Time,Female,Not Hispanic,White,Yes,No,No,No Specific Time[online],Management (CT),30 or Older,Foreign Country,Bethesda,MD,20817,Montgomery,
187,2015,New,Part-Time,Female,Not Hispanic,Asian,No,No,Yes,Day Only,Science (AS - All Tracks),20 or Younger,Other State,Silver Spring,MD,20903,Montgomery,
188,2015,Continuing,Part-Time,Female,Hispanic,White,No,Yes,No,Day Only,Credit (Undeclared / Undecided),30 or Older,Foreign Country,Rockville,MD,20852,Montgomery,
189,2015,Continuing,Full-Time,Male,Not Hispanic,Black,Yes,No,No,Day Only,Microcomputer Technician (AA & AAS),20 or Younger,MCPS,Montgomery Village,MD,20886,Montgomery,Watkins Mill High School
190,2015,Continuing,Part-Time,Male,Not Hispanic,White,No,Yes,No,Day Only,General Studies (AA - All Tracks),25 - 29,MCPS,Potomac,MD,20854,Montgomery,Winston Churchill High School
191,2015,Continuing,Part-Time,Female,Not Hispanic,White,No,No,Yes,Evening Only,General Studies (AA - All Tracks),21 - 24,Mont.County Other,Bethesda,MD,20817,Montgomery,
192,2015,Continuing,Part-Time,Female,Not Hispanic,White,Yes,No,No,Day Only,Education / Teacher Education (AA & AAT),20 or Younger,Mont.County Other,Clarksburg,MD,20871,Montgomery,
193,2015,Transfer no degree,Part-Time,Male,Not Hispanic,White,No,Yes,No,No Specific Time[online],General Studies (AA - All Tracks),25 - 29,Other State,Bethesda,MD,20817,Montgomery,
194,2015,New,Part-Time,Male,Not Hispanic,White,No,Yes,No,Day Only,Computer Gaming & Simulation (AA - All Tracks),25 - 29,GED,Bethesda,MD,20817,Montgomery,
195,2015,New,Part-Time,Male,Not Hispanic,White,No,Yes,No,Day Only,Business / International Business (AA),20 or Younger,MCPS,Potomac,MD,20854,Montgomery,Thomas Sprigg Wootton High Sch
196,2015,Continuing,Part-Time,Female,Not Hispanic,Black,No,No,Yes,Evening Only,Health Sciences (Pre-Clinical Studies),30 or Older,MCPS,Beltsville,MD,20705,Prince George's,Paint Branch High School
197,2015,Continuing,Full-Time,Female,Hispanic,Hispanic,Yes,Yes,No,Day Only,Education / Teacher Education (AA & AAT),30 or Older,Foreign Country,Germantown,MD,20874,Montgomery,
198,2015,Continuing,Full-Time,Female,Not Hispanic,Asian,No,Yes,No,Day & Evening,General Studies (AA - All Tracks),20 or Younger,MCPS,Silver Spring,MD,20905,Montgomery,James Hubert Blake High School
199,2015,Continuing,Part-Time,Male,Not Hispanic,Black,No,Yes,No,No Specific Time[online],Cybersecurity (AAS),20 or Younger,MCPS,Silver Spring,MD,20906,Montgomery,John F. Kennedy High School
200,2015,Continuing,Part-Time,Female,Hispanic,Hispanic,No,Yes,No,Evening Only,Credit (Undeclared / Undecided),25 - 29,MCPS,Rockville,MD,20851,Montgomery,Rockville High School
201,2015,Continuing,Part-Time,Male,Not Hispanic,White,Yes,Yes,No,Day & Evening,Engineering Science (AA & AS - All Tracks),30 or Older,MCPS,Germantown,MD,20874,Montgomery,Rockville High School
202,2015,Continuing,Full-Time,Female,Not Hispanic,White,No,Yes,No,Day & Evening,Hospitality Management (AA & AAS),21 - 24,Mont.County Other,Rockville,MD,20853,Montgomery,
203,2015,Transfer with degree,Part-Time,Female,Not Hispanic,White,No,No,Yes,No Specific Time[online],Diagnostic Medical Sonography (AA & AAS),21 - 24,Other Maryland,Waldorf,MD,20603,Charles,
204,2015,Continuing,Part-Time,Female,Hispanic,White,No,No,Yes,Day Only,Nursing (AA & AAS),25 - 29,Foreign Country,Silver Spring,MD,20906,Montgomery,
205,2015,Continuing,Full-Time,Male,Not Hispanic,Black,No,Yes,Yes,Day Only,Arts & Sciences Transfer (AA - All Tracks),21 - 24,Other State,Cheverly,MD,20785,Prince George's,
206,2015,Continuing,Full-Time,Male,Not Hispanic,White,No,Yes,No,Day Only,"Fire Sci./Preven., Emerg. Prepare. (AA, AS & AAS)",20 or Younger,MCPS,Derwood,MD,20855,Montgomery,Poolesville Jr-Sr High School
207,2015,New,Full-Time,Male,Not Hispanic,Black,No,No,Yes,Day & Evening,Science (AS - All Tracks),20 or Younger,Other State,Hyattsville,MD,20783,Prince George's,
208,2015,New,Part-Time,Male,Not Hispanic,Black,No,No,Yes,Day Only,General Studies (AA - All Tracks),21 - 24,Other State,Washington,DC,20009,Other,
209,2015,Continuing,Part-Time,Male,Not Hispanic,Asian,No,Yes,No,Evening Only,General Studies (AA - All Tracks),30 or Older,MCPS,Rockville,MD,20850,Montgomery,Thomas Sprigg Wootton High Sch
210,2015,Continuing,Part-Time,Male,Not Hispanic,Black,No,Yes,No,Day Only,Business / International Business (AA),20 or Younger,MCPS,Silver Spring,MD,20906,Montgomery,Colonel Zadok Magruder HS
211,2015,Continuing,Full-Time,Female,Not Hispanic,Black,Yes,No,No,Day Only,Criminal Justice (AA & AAS),20 or Younger,MCPS,Gaithersburg,MD,20878,Montgomery,Northwest HS - Germantown
212,2015,Continuing,Full-Time,Male,Not Hispanic,White,Yes,Yes,No,Day & Evening,Architectural & Construction Tech (AA & AAS),21 - 24,Foreign Country,Derwood,MD,20855,Montgomery,
213,2015,Continuing,Full-Time,Male,Hispanic,Asian,Yes,Yes,No,Day Only,Science (AS - All Tracks),20 or Younger,MCPS,Germantown,MD,20874,Montgomery,Seneca Valley High School
214,2015,Continuing,Full-Time,Female,Hispanic,Hispanic,No,Yes,No,Day Only,Health Sciences (Pre-Clinical Studies),21 - 24,MCPS,Silver Spring,MD,20906,Montgomery,John F. Kennedy High School
215,2015,Continuing,Part-Time,Female,Not Hispanic,White,No,Yes,Yes,Day Only,Arts & Sciences Transfer (AA - All Tracks),30 or Older,MCPS,Rockville,MD,20853,Montgomery,Wheaton High School
216,2015,Continuing,Part-Time,Female,Not Hispanic,White,Yes,No,No,Evening Only,Science (AS - All Tracks),20 or Younger,MCPS,Gaithersburg,MD,20877,Montgomery,Gaithersburg High School
217,2015,New,Full-Time,Female,Not Hispanic,Black,No,No,Yes,Day & Evening,Accounting (AA & AAS),30 or Older,Foreign Country,Takoma Park,MD,20912,Montgomery,
218,2015,Continuing,Part-Time,Male,Hispanic,Black,No,Yes,No,Day Only,Health Sciences (Pre-Clinical Studies),20 or Younger,MCPS,Gaithersburg,MD,20877,Montgomery,Gaithersburg High School
219,2015,Continuing,Part-Time,Male,Hispanic,White,No,Yes,No,Evening Only,General Studies (AA - All Tracks),30 or Older,GED,Gaithersburg,MD,20879,Montgomery,
220,2015,Continuing,Part-Time,Male,Hispanic,Hispanic,No,Yes,No,Day & Evening,General Studies (AA - All Tracks),21 - 24,MCPS,Gaithersburg,MD,20878,Montgomery,Quince Orchard Sr High School
221,2015,Continuing,Part-Time,Female,Hispanic,White,No,Yes,No,Day Only,Credit (Undeclared / Undecided),30 or Older,Foreign Country,Silver Spring,MD,20902,Montgomery,
222,2015,Continuing,Full-Time,Female,Not Hispanic,Black,Yes,No,No,Day Only,General Studies (AA - All Tracks),21 - 24,MCPS,Germantown,MD,20876,Montgomery,Clarksburg High School
223,2015,Continuing,Part-Time,Male,Not Hispanic,White,No,No,Yes,Evening Only,Cybersecurity (AAS),30 or Older,MCPS,Montgomery Village,MD,20886,Montgomery,Quince Orchard Sr High School
224,2015,Continuing,Part-Time,Male,Hispanic,Hispanic,No,Yes,No,Day Only,Criminal Justice (AA & AAS),20 or Younger,MCPS,Olney,MD,20832,Montgomery,Sherwood High School
225,2015,New,Full-Time,Female,Hispanic,Pacific Islander,No,No,Yes,Day Only,Science (AS - All Tracks),20 or Younger,MCPS,Silver Spring,MD,20902,Montgomery,Montgomery Blair High School
226,2015,Continuing,Part-Time,Female,Hispanic,White,Yes,No,Yes,Evening Only,Paralegal Studies (AA & AAS),30 or Older,Other State,Silver Spring,MD,20903,Montgomery,
227,2015,Continuing,Part-Time,Female,Not Hispanic,Black,No,Yes,Yes,Evening Only,Health Sciences (Pre-Clinical Studies),30 or Older,Other State,Washington,DC,20001,Other,
228,2015,Continuing,Part-Time,Male,Not Hispanic,Black,No,No,Yes,Day & Evening,Computer Science & Technologies (AA - All Tracks),25 - 29,Foreign Country,Takoma Park,MD,20912,Montgomery,
229,2015,Continuing,Part-Time,Male,Not Hispanic,Black,No,No,Yes,No Specific Time[online],General Studies (AA - All Tracks),21 - 24,MCPS,Olney,MD,20832,Montgomery,Springbrook Sr High School
230,2015,Continuing,Part-Time,Male,Not Hispanic,Asian,Yes,Yes,No,Day Only,General Studies (AA - All Tracks),21 - 24,MCPS,Silver Spring,MD,20906,Montgomery,Albert Einstein HS & MC Art Cn
231,2015,Continuing,Part-Time,Male,Not Hispanic,Black,No,Yes,No,Day Only,Digital Media & Web Technology (AAS),21 - 24,MCPS,Silver Spring,MD,20902,Montgomery,Northwood High School
232,2015,Continuing,Part-Time,Male,Hispanic,White,No,Yes,No,Day & Evening,General Studies (AA - All Tracks),30 or Older,GED,Rockville,MD,20852,Montgomery,
233,2015,Continuing,Part-Time,Female,Not Hispanic,Asian,No,Yes,No,Evening Only,Education / Teacher Education (AA & AAT),25 - 29,MCPS,Silver Spring,MD,20905,Montgomery,Springbrook Sr High School
234,2015,Continuing,Part-Time,Female,Not Hispanic,Asian,No,Yes,Yes,Day Only,Accounting (AA & AAS),20 or Younger,MCPS,Silver Spring,MD,20906,Montgomery,Wheaton High School
235,2015,New,Part-Time,Male,Not Hispanic,Asian,No,No,Yes,Day Only,Architectural & Construction Tech (AA & AAS),20 or Younger,MCPS,Silver Spring,MD,20903,Montgomery,Montgomery Blair High School
236,2015,New,Part-Time,Female,Hispanic,Hispanic,No,Yes,Yes,Day Only,Credit (Undeclared / Undecided),25 - 29,MCPS,Rockville,MD,20852,Montgomery,John F. Kennedy High School
237,2015,Continuing,Part-Time,Male,Hispanic,Hispanic,No,No,Yes,Evening Only,General Studies (AA - All Tracks),25 - 29,GED,Germantown,MD,20876,Montgomery,
238,2015,Continuing,Full-Time,Male,Not Hispanic,White,Yes,No,No,Day Only,Engineering Science (AA & AS - All Tracks),20 or Younger,MCPS,Clarksburg,MD,20871,Montgomery,Clarksburg High School
239,2015,Continuing,Part-Time,Male,Not Hispanic,Black,No,Yes,No,Day & Evening,Architectural & Construction Tech (AA & AAS),30 or Older,Foreign Country,Brookeville,MD,20833,Montgomery,
240,2015,Continuing,Part-Time,Male,Not Hispanic,Black,No,Yes,No,Day Only,Computer Science & Technologies (AA - All Tracks),25 - 29,Foreign Country,Silver Spring,MD,20910,Montgomery,
241,2015,New,Part-Time,Male,Not Hispanic,Black,No,Yes,Yes,Day Only,Computer Science & Technologies (AA - All Tracks),20 or Younger,MCPS,Gaithersburg,MD,20879,Montgomery,Colonel Zadok Magruder HS
242,2015,Continuing,Part-Time,Male,Not Hispanic,Black,No,No,Yes,Day Only,Studio Art (AFA) - School of Art & Design,21 - 24,MCPS,District Heights,MD,20747,Prince George's,James Hubert Blake High School
243,2015,Continuing,Part-Time,Male,Not Hispanic,White,Yes,No,No,Day Only,Cybersecurity (AAS),25 - 29,MCPS,Kensington,MD,20895,Montgomery,Walter Johnson High School
244,2015,New,Full-Time,Female,Hispanic,Native American,Yes,No,No,Day Only,Health Sciences (Pre-Clinical Studies),20 or Younger,MCPS,Germantown,MD,20874,Montgomery,Seneca Valley High School
245,2015,New,Full-Time,Female,Not Hispanic,Black,Yes,Yes,No,Day & Evening,Computer Science & Technologies (AA - All Tracks),25 - 29,GED,Rockville,MD,20851,Montgomery,
246,2015,Continuing,Full-Time,Male,Not Hispanic,Black,No,No,Yes,Day Only,Science (AS - All Tracks),21 - 24,Foreign Country,Silver Spring,MD,20904,Montgomery,
247,2015,Continuing,Full-Time,Male,Not Hispanic,White,No,Yes,No,Day Only,General Studies (AA - All Tracks),21 - 24,MCPS,Olney,MD,20832,Montgomery,Sherwood High School
248,2015,Continuing,Full-Time,Male,Not Hispanic,White,No,Yes,No,Day Only,General Studies (AA - All Tracks),21 - 24,MCPS,Olney,MD,20832,Montgomery,Sherwood High School
249,2015,Continuing,Part-Time,Male,Unknown,Asian,No,Yes,No,Evening Only,Health Sciences (Pre-Clinical Studies),25 - 29,Other State,Rockville,MD,20850,Montgomery,
250,2015,Continuing,Part-Time,Female,Not Hispanic,Black,No,Yes,No,No Specific Time[online],Business / International Business (AA),30 or Older,MCPS,Rockville,MD,20853,Montgomery,Gaithersburg High School
251,2015,Continuing,Part-Time,Male,Unknown,Black,No,Yes,Yes,Evening Only,Biotechnology (AA & AAS),30 or Older,Foreign Country,Takoma Park,MD,20912,Montgomery,
252,2015,Continuing,Part-Time,Male,Hispanic,Native American,No,Yes,No,Day Only,Science (AS - All Tracks),21 - 24,MCPS,Derwood,MD,20855,Montgomery,Colonel Zadok Magruder HS
253,2015,Continuing,Part-Time,Male,Hispanic,White,No,Yes,No,Evening Only,General Studies (AA - All Tracks),21 - 24,MCPS,Rockville,MD,20853,Montgomery,Walter Johnson High School
254,2015,Continuing,Full-Time,Female,Not Hispanic,Black,Yes,Yes,No,Evening Only,Health Sciences (Pre-Clinical Studies),25 - 29,Other State,Germantown,MD,20874,Montgomery,
255,2015,Continuing,Part-Time,Male,Not Hispanic,Native American,No,Yes,No,Day Only,Science (AS - All Tracks),20 or Younger,Other State,Germantown,MD,20876,Montgomery,
256,2015,Continuing,Full-Time,Male,Not Hispanic,Asian,Yes,No,No,Day & Evening,Business / International Business (AA),21 - 24,Other State,Germantown,MD,20876,Montgomery,
257,2015,Continuing,Part-Time,Female,Hispanic,Hispanic,No,No,Yes,Evening Only,Business / International Business (AA),25 - 29,MCPS,Silver Spring,MD,20906,Montgomery,Albert Einstein HS & MC Art Cn
258,2015,Continuing,Part-Time,Female,Hispanic,Native American,No,Yes,No,Day Only,Hospitality Management (AA & AAS),21 - 24,MCPS,Silver Spring,MD,20906,Montgomery,Albert Einstein HS & MC Art Cn
259,2015,Continuing,Part-Time,Female,Not Hispanic,White,No,Yes,No,Day Only,Credit (Undeclared / Undecided),30 or Older,Other State,Silver Spring,MD,20910,Montgomery,
260,2015,Continuing,Part-Time,Female,Not Hispanic,White,No,Yes,No,Day Only,Credit (Undeclared / Undecided),30 or Older,Other State,Silver Spring,MD,20910,Montgomery,
261,2015,Continuing,Full-Time,Male,Not Hispanic,White,Yes,Yes,No,Day Only,General Studies (AA - All Tracks),20 or Younger,MCPS,Clarksburg,MD,20871,Montgomery,Clarksburg High School
262,2015,Continuing,Full-Time,Female,Not Hispanic,White,No,No,Yes,Day Only,Business / International Business (AA),25 - 29,Mont.County Other,Silver Spring,MD,20902,Montgomery,
263,2015,Continuing,Part-Time,Male,Not Hispanic,Black,Yes,No,No,Day Only,Cybersecurity (AAS),21 - 24,MCPS,Silver Spring,MD,20904,Montgomery,James Hubert Blake High School
264,2015,Continuing,Part-Time,Female,Not Hispanic,White,No,Yes,No,Day & Evening,Health Sciences (Pre-Clinical Studies),20 or Younger,MCPS,Silver Spring,MD,20906,Montgomery,Richard Montgomery High School
265,2015,Continuing,Part-Time,Male,Hispanic,Hispanic,No,Yes,No,Day Only,General Studies (AA - All Tracks),21 - 24,MCPS,Montgomery Village,MD,20886,Montgomery,Watkins Mill High School
266,2015,Continuing,Part-Time,Male,Hispanic,White,No,Yes,No,Day Only,Communication Studies (AA),20 or Younger,Mont.County Other,Potomac,MD,20854,Montgomery,
267,2015,New,Full-Time,Male,Not Hispanic,White,Yes,Yes,No,No Specific Time[online],Computer Science & Technologies (AA - All Tracks),21 - 24,Foreign Country,Germantown,MD,20876,Montgomery,
268,2015,Continuing,Part-Time,Female,Hispanic,Black,No,Yes,No,Day Only,Arts & Sciences Transfer (AA - All Tracks),21 - 24,Foreign Country,Montgomery Village,MD,20886,Montgomery,
269,2015,New,Full-Time,Male,Not Hispanic,White,Yes,Yes,No,Day Only,Business / International Business (AA),20 or Younger,MCPS,Olney,MD,20832,Montgomery,Colonel Zadok Magruder HS
270,2015,New,Part-Time,Male,Not Hispanic,Black,Yes,No,No,Day & Evening,General Studies (AA - All Tracks),25 - 29,Foreign Country,Montgomery Village,MD,20886,Montgomery,
271,2015,Continuing,Full-Time,Male,Hispanic,White,No,No,Yes,Day & Evening,Engineering Science (AA & AS - All Tracks),21 - 24,Other Maryland,Rockville,MD,20850,Montgomery,
272,2015,Continuing,Full-Time,Female,Not Hispanic,White,No,Yes,No,Day Only,General Studies (AA - All Tracks),20 or Younger,MCPS,Olney,MD,20832,Montgomery,Sherwood High School
273,2015,Continuing,Full-Time,Female,Not Hispanic,White,No,Yes,No,Day Only,General Studies (AA - All Tracks),20 or Younger,MCPS,Olney,MD,20832,Montgomery,Sherwood High School
274,2015,Continuing,Full-Time,Female,Not Hispanic,White,No,Yes,No,Day Only,General Studies (AA - All Tracks),20 or Younger,MCPS,Olney,MD,20832,Montgomery,Sherwood High School
275,2015,Continuing,Full-Time,Female,Not Hispanic,White,No,Yes,No,Day Only,General Studies (AA - All Tracks),20 or Younger,MCPS,Olney,MD,20832,Montgomery,Sherwood High School
276,2015,Continuing,Full-Time,Female,Not Hispanic,White,No,Yes,No,Day Only,General Studies (AA - All Tracks),20 or Younger,MCPS,Olney,MD,20832,Montgomery,Sherwood High School
277,2015,Continuing,Full-Time,Female,Not Hispanic,White,No,Yes,No,Day Only,General Studies (AA - All Tracks),20 or Younger,MCPS,Olney,MD,20832,Montgomery,Sherwood High School
278,2015,Continuing,Full-Time,Female,Not Hispanic,White,No,Yes,No,Day Only,General Studies (AA - All Tracks),20 or Younger,MCPS,Olney,MD,20832,Montgomery,Sherwood High School
279,2015,HS Student,Part-Time,Male,Not Hispanic,Black,No,Yes,No,Day Only,Computer Science & Technologies (AA - All Tracks),20 or Younger,MCPS,Gaithersburg,MD,20879,Montgomery,Gaithersburg High School
280,2015,Transfer no degree,Part-Time,Male,Not Hispanic,Multi-Race,No,No,Yes,Day Only,Computer Science & Technologies (AA - All Tracks),20 or Younger,Other State,Washington,DC,20002,Other,
281,2015,Continuing,Part-Time,Female,Not Hispanic,Asian,Yes,No,Yes,Evening Only,General Studies (AA - All Tracks),20 or Younger,MCPS,Germantown,MD,20876,Montgomery,Clarksburg High School
282,2015,Continuing,Part-Time,Female,Not Hispanic,Black,Yes,Yes,Yes,Evening Only,Education / Teacher Education (AA & AAT),25 - 29,MCPS,Gaithersburg,MD,20879,Montgomery,Northwest HS - Germantown
283,2015,New,Part-Time,Female,Not Hispanic,Multi-Race,No,Yes,No,Day Only,Education / Teacher Education (AA & AAT),20 or Younger,MCPS,Olney,MD,20832,Montgomery,James Hubert Blake High School
284,2015,Continuing,Part-Time,Female,Hispanic,Hispanic,Yes,Yes,No,Day Only,Business / International Business (AA),21 - 24,MCPS,Silver Spring,MD,20906,Montgomery,John F. Kennedy High School
285,2015,New,Part-Time,Male,Hispanic,Black,No,Yes,No,Day Only,Health Sciences (Pre-Clinical Studies),20 or Younger,MCPS,Kensington,MD,20895,Montgomery,Bethesda Chevy Chase High Schl
286,2015,Continuing,Part-Time,Female,Not Hispanic,Black,No,No,Yes,No Specific Time[online],Health Information Management (AA & AAS),30 or Older,Foreign Country,Silver Spring,MD,20910,Montgomery,
287,2015,Continuing,Part-Time,Female,Hispanic,Hispanic,No,Yes,No,Day Only,General Studies (AA - All Tracks),21 - 24,MCPS,Kensington,MD,20895,Montgomery,Walter Johnson High School
288,2015,Continuing,Part-Time,Female,Not Hispanic,White,No,Yes,No,Day & Evening,General Studies (AA - All Tracks),21 - 24,MCPS,Rockville,MD,20850,Montgomery,Thomas Sprigg Wootton High Sch
